

=== Predictions on test data ===

    inst#     actual  predicted error prediction
     4608        1:?     2:mRNA       1 
     4609        1:?     2:mRNA       1 
     4610        1:?     2:mRNA       1 
     4611        1:?     2:mRNA       1 
     4612        1:?   1:lncRNA       0.852 
     4613        1:?     2:mRNA       1 
     4614        1:?     2:mRNA       1 
     4615        1:?     2:mRNA       0.596 
     4616        1:?     2:mRNA       0.596 
     4617        1:?   1:lncRNA       0.852 
     4618        1:?     2:mRNA       0.596 
     4619        1:?     2:mRNA       0.596 
     4620        1:?   1:lncRNA       0.852 
     4621        1:?     2:mRNA       0.596 
     4622        1:?   1:lncRNA       0.852 
     4623        1:?     2:mRNA       0.596 
     4624        1:?     2:mRNA       0.596 
     4625        1:?     2:mRNA       0.596 
     4626        1:?     2:mRNA       0.596 
     4627        1:?     2:mRNA       1 
     4628        1:?     2:mRNA       0.596 
     4629        1:?     2:mRNA       0.596 
     4630        1:?     2:mRNA       0.596 
     4631        1:?     2:mRNA       0.596 
     4632        1:?     2:mRNA       1 
     4633        1:?   1:lncRNA       0.863 
     4634        1:?   1:lncRNA       0.863 
     4635        1:?   1:lncRNA       0.852 
     4636        1:?   1:lncRNA       0.782 
     4637        1:?     2:mRNA       1 
     4638        1:?     2:mRNA       1 
     4639        1:?     2:mRNA       1 
     4640        1:?   1:lncRNA       0.863 
     4641        1:?     2:mRNA       1 
     4642        1:?     2:mRNA       1 
     4643        1:?     2:mRNA       1 
     4644        1:?     2:mRNA       1 
     4645        1:?     2:mRNA       1 
     4646        1:?     2:mRNA       1 
     4647        1:?     2:mRNA       1 
     4648        1:?     2:mRNA       1 
     4649        1:?   1:lncRNA       0.852 
     4650        1:?   1:lncRNA       0.863 
     4651        1:?   1:lncRNA       0.863 
     4652        1:?   1:lncRNA       0.863 
     4653        1:?   1:lncRNA       0.852 
     4654        1:?   1:lncRNA       0.852 
     4655        1:?   1:lncRNA       0.852 
     4656        1:?   1:lncRNA       0.852 
     4657        1:?   1:lncRNA       0.852 
     4658        1:?   1:lncRNA       0.852 
     4659        1:?   1:lncRNA       0.955 
     4660        1:?   1:lncRNA       0.782 
     4661        1:?   1:lncRNA       0.825 
     4662        1:?   1:lncRNA       0.697 
     4663        1:?   1:lncRNA       0.782 
     4664        1:?   1:lncRNA       0.782 
     4665        1:?   1:lncRNA       0.782 
     4666        1:?   1:lncRNA       0.782 
     4667        1:?   1:lncRNA       0.782 
     4668        1:?   1:lncRNA       0.782 
     4669        1:?   1:lncRNA       0.782 
     4670        1:?   1:lncRNA       0.782 
     4671        1:?   1:lncRNA       0.782 
     4672        1:?   1:lncRNA       0.782 
     4673        1:?   1:lncRNA       0.782 
     4674        1:?   1:lncRNA       0.782 
     4675        1:?   1:lncRNA       0.782 
     4676        1:?   1:lncRNA       0.782 
     4677        1:?   1:lncRNA       0.782 
     4678        1:?   1:lncRNA       0.782 
     4679        1:?   1:lncRNA       0.782 
     4680        1:?   1:lncRNA       0.782 
     4681        1:?   1:lncRNA       0.782 
     4682        1:?   1:lncRNA       0.782 
     4683        1:?   1:lncRNA       0.782 
     4684        1:?   1:lncRNA       0.852 
     4685        1:?   1:lncRNA       0.852 
     4686        1:?   1:lncRNA       0.852 
     4687        1:?   1:lncRNA       0.863 
     4688        1:?     2:mRNA       1 
     4689        1:?   1:lncRNA       0.863 
     4690        1:?     2:mRNA       1 
     4691        1:?     2:mRNA       1 
     4692        1:?     2:mRNA       1 
     4693        1:?     2:mRNA       1 
     4694        1:?     2:mRNA       1 
     4695        1:?   1:lncRNA       0.852 
     4696        1:?   1:lncRNA       0.863 
     4697        1:?   1:lncRNA       0.863 
     4698        1:?   1:lncRNA       0.863 
     4699        1:?   1:lncRNA       0.852 
     4700        1:?     2:mRNA       1 
     4701        1:?     2:mRNA       0.596 
     4702        1:?     2:mRNA       1 
     4703        1:?     2:mRNA       1 
     4704        1:?     2:mRNA       1 
     4705        1:?     2:mRNA       1 
     4706        1:?     2:mRNA       1 
     4707        1:?     2:mRNA       1 
     4708        1:?     2:mRNA       1 
     4709        1:?     2:mRNA       1 
     4710        1:?     2:mRNA       1 
     4711        1:?     2:mRNA       1 
     4712        1:?     2:mRNA       1 
     4713        1:?     2:mRNA       1 
     4714        1:?     2:mRNA       1 
     4715        1:?   1:lncRNA       0.825 
     4716        1:?     2:mRNA       1 
     4717        1:?     2:mRNA       1 
     4718        1:?     2:mRNA       1 
     4719        1:?     2:mRNA       1 
     4720        1:?     2:mRNA       1 
     4721        1:?     2:mRNA       1 
     4722        1:?     2:mRNA       1 
     4723        1:?     2:mRNA       1 
     4724        1:?     2:mRNA       1 
     4725        1:?     2:mRNA       1 
     4726        1:?     2:mRNA       1 
     4727        1:?     2:mRNA       1 
     4728        1:?     2:mRNA       1 
     4729        1:?     2:mRNA       1 
     4730        1:?     2:mRNA       1 
     4731        1:?     2:mRNA       1 
     4732        1:?     2:mRNA       1 
     4733        1:?     2:mRNA       1 
     4734        1:?   1:lncRNA       0.852 
     4735        1:?   1:lncRNA       0.852 
     4736        1:?     2:mRNA       1 
     4737        1:?   1:lncRNA       0.852 
     4738        1:?     2:mRNA       0.596 
     4739        1:?     2:mRNA       0.596 
     4740        1:?     2:mRNA       1 
     4741        1:?   1:lncRNA       0.852 
     4742        1:?   1:lncRNA       0.852 
     4743        1:?   1:lncRNA       0.852 
     4744        1:?   1:lncRNA       0.852 
     4745        1:?   1:lncRNA       0.863 
     4746        1:?   1:lncRNA       0.863 
     4747        1:?   1:lncRNA       0.852 
     4748        1:?   1:lncRNA       0.863 
     4749        1:?   1:lncRNA       0.852 
     4750        1:?   1:lncRNA       0.852 
     4751        1:?     2:mRNA       0.596 
     4752        1:?   1:lncRNA       0.782 
     4753        1:?   1:lncRNA       0.782 
     4754        1:?     2:mRNA       1 
     4755        1:?     2:mRNA       1 
     4756        1:?   1:lncRNA       0.852 
     4757        1:?   1:lncRNA       0.697 
     4758        1:?   1:lncRNA       0.697 
     4759        1:?   1:lncRNA       0.863 
     4760        1:?     2:mRNA       0.596 
     4761        1:?     2:mRNA       0.596 
     4762        1:?     2:mRNA       1 
     4763        1:?     2:mRNA       1 
     4764        1:?   1:lncRNA       0.852 
     4765        1:?   1:lncRNA       0.852 
     4766        1:?   1:lncRNA       0.955 
     4767        1:?     2:mRNA       0.596 
     4768        1:?     2:mRNA       1 
     4769        1:?   1:lncRNA       0.852 
     4770        1:?   1:lncRNA       0.863 
     4771        1:?   1:lncRNA       0.863 
     4772        1:?   1:lncRNA       0.852 
     4773        1:?   1:lncRNA       0.863 
     4774        1:?   1:lncRNA       0.863 
     4775        1:?   1:lncRNA       0.863 
     4776        1:?     2:mRNA       1 
     4777        1:?   1:lncRNA       0.852 
     4778        1:?   1:lncRNA       0.697 
     4779        1:?   1:lncRNA       0.697 
     4780        1:?   1:lncRNA       0.697 
     4781        1:?   1:lncRNA       0.852 
     4782        1:?   1:lncRNA       0.852 
     4783        1:?   1:lncRNA       0.852 
     4784        1:?   1:lncRNA       0.825 
     4785        1:?     2:mRNA       1 
     4786        1:?   1:lncRNA       0.697 
     4787        1:?   1:lncRNA       0.76 
     4788        1:?   1:lncRNA       0.697 
     4789        1:?   1:lncRNA       0.697 
     4790        1:?   1:lncRNA       0.76 
     4791        1:?   1:lncRNA       0.697 
     4792        1:?   1:lncRNA       0.852 
     4793        1:?   1:lncRNA       0.852 
     4794        1:?     2:mRNA       1 
     4795        1:?     2:mRNA       1 
     4796        1:?     2:mRNA       1 
     4797        1:?     2:mRNA       1 
     4798        1:?     2:mRNA       1 
     4799        1:?     2:mRNA       1 
     4800        1:?     2:mRNA       1 
     4801        1:?   1:lncRNA       0.852 
     4802        1:?   1:lncRNA       0.852 
     4803        1:?     2:mRNA       1 
     4804        1:?   1:lncRNA       0.852 
     4805        1:?   1:lncRNA       0.863 
     4806        1:?   1:lncRNA       0.863 
     4807        1:?     2:mRNA       0.596 
     4808        1:?   1:lncRNA       0.852 
     4809        1:?   1:lncRNA       0.863 
     4810        1:?   1:lncRNA       0.852 
     4811        1:?   1:lncRNA       0.863 
     4812        1:?   1:lncRNA       0.863 
     4813        1:?   1:lncRNA       0.782 
     4814        1:?   1:lncRNA       0.863 
     4815        1:?     2:mRNA       1 
     4816        1:?     2:mRNA       1 
     4817        1:?   1:lncRNA       0.863 
     4818        1:?   1:lncRNA       0.852 
     4819        1:?   1:lncRNA       0.852 
     4820        1:?   1:lncRNA       0.852 
     4821        1:?   1:lncRNA       0.782 
     4822        1:?   1:lncRNA       0.863 
     4823        1:?   1:lncRNA       0.782 
     4824        1:?   1:lncRNA       0.852 
     4825        1:?   1:lncRNA       0.852 
     4826        1:?   1:lncRNA       0.852 
     4827        1:?   1:lncRNA       0.852 
     4828        1:?     2:mRNA       1 
     4829        1:?   1:lncRNA       0.863 
     4830        1:?     2:mRNA       1 
     4831        1:?     2:mRNA       1 
     4832        1:?     2:mRNA       1 
     4833        1:?     2:mRNA       1 
     4834        1:?   1:lncRNA       0.852 
     4835        1:?     2:mRNA       1 
     4836        1:?   1:lncRNA       0.852 
     4837        1:?   1:lncRNA       0.782 
     4838        1:?   1:lncRNA       0.782 
     4839        1:?   1:lncRNA       0.782 
     4840        1:?   1:lncRNA       0.852 
     4841        1:?   1:lncRNA       0.852 
     4842        1:?   1:lncRNA       0.863 
     4843        1:?   1:lncRNA       0.863 
     4844        1:?     2:mRNA       1 
     4845        1:?     2:mRNA       1 
     4846        1:?     2:mRNA       1 
     4847        1:?   1:lncRNA       0.852 
     4848        1:?   1:lncRNA       0.852 
     4849        1:?   1:lncRNA       0.863 
     4850        1:?   1:lncRNA       0.852 
     4851        1:?   1:lncRNA       0.852 
     4852        1:?   1:lncRNA       0.852 
     4853        1:?   1:lncRNA       0.852 
     4854        1:?   1:lncRNA       0.782 
     4855        1:?   1:lncRNA       0.863 
     4856        1:?   1:lncRNA       0.863 
     4857        1:?   1:lncRNA       0.852 
     4858        1:?     2:mRNA       1 
     4859        1:?     2:mRNA       1 
     4860        1:?     2:mRNA       1 
     4861        1:?     2:mRNA       1 
     4862        1:?     2:mRNA       1 
     4863        1:?   1:lncRNA       0.863 
     4864        1:?   1:lncRNA       0.852 
     4865        1:?     2:mRNA       1 
     4866        1:?     2:mRNA       1 
     4867        1:?   1:lncRNA       0.782 
     4868        1:?   1:lncRNA       0.863 
     4869        1:?     2:mRNA       1 
     4870        1:?     2:mRNA       1 
     4871        1:?   1:lncRNA       0.852 
     4872        1:?     2:mRNA       1 
     4873        1:?   1:lncRNA       0.863 
     4874        1:?   1:lncRNA       0.863 
     4875        1:?   1:lncRNA       0.863 
     4876        1:?   1:lncRNA       0.852 
     4877        1:?   1:lncRNA       0.76 
     4878        1:?     2:mRNA       1 
     4879        1:?     2:mRNA       1 
     4880        1:?     2:mRNA       1 
     4881        1:?     2:mRNA       1 
     4882        1:?   1:lncRNA       0.863 
     4883        1:?     2:mRNA       1 
     4884        1:?   1:lncRNA       0.852 
     4885        1:?     2:mRNA       1 
     4886        1:?     2:mRNA       1 
     4887        1:?     2:mRNA       1 
     4888        1:?   1:lncRNA       0.852 
     4889        1:?   1:lncRNA       0.782 
     4890        1:?   1:lncRNA       0.852 
     4891        1:?   1:lncRNA       0.863 
     4892        1:?     2:mRNA       1 
     4893        1:?   1:lncRNA       0.852 
     4894        1:?   1:lncRNA       0.863 
     4895        1:?   1:lncRNA       0.863 
     4896        1:?   1:lncRNA       0.852 
     4897        1:?   1:lncRNA       0.852 
     4898        1:?   1:lncRNA       0.863 
     4899        1:?   1:lncRNA       0.863 
     4900        1:?   1:lncRNA       0.852 
     4901        1:?     2:mRNA       1 
     4902        1:?     2:mRNA       1 
     4903        1:?     2:mRNA       1 
     4904        1:?     2:mRNA       1 
     4905        1:?   1:lncRNA       0.782 
     4906        1:?   1:lncRNA       0.863 
     4907        1:?   1:lncRNA       0.782 
     4908        1:?   1:lncRNA       0.782 
     4909        1:?   1:lncRNA       0.863 
     4910        1:?     2:mRNA       1 
     4911        1:?   1:lncRNA       0.863 
     4912        1:?     2:mRNA       1 
     4913        1:?   1:lncRNA       0.863 
     4914        1:?   1:lncRNA       0.852 
     4915        1:?   1:lncRNA       0.863 
     4916        1:?   1:lncRNA       0.852 
     4917        1:?   1:lncRNA       0.863 
     4918        1:?   1:lncRNA       0.782 
     4919        1:?   1:lncRNA       0.863 
     4920        1:?   1:lncRNA       0.782 
     4921        1:?     2:mRNA       1 
     4922        1:?   1:lncRNA       0.863 
     4923        1:?   1:lncRNA       0.852 
     4924        1:?   1:lncRNA       0.863 
     4925        1:?   1:lncRNA       0.863 
     4926        1:?   1:lncRNA       0.852 
     4927        1:?     2:mRNA       1 
     4928        1:?   1:lncRNA       0.852 
     4929        1:?     2:mRNA       1 
     4930        1:?     2:mRNA       1 
     4931        1:?     2:mRNA       1 
     4932        1:?     2:mRNA       1 
     4933        1:?   1:lncRNA       0.863 
     4934        1:?   1:lncRNA       0.852 
     4935        1:?   1:lncRNA       0.863 
     4936        1:?   1:lncRNA       0.852 
     4937        1:?   1:lncRNA       0.863 
     4938        1:?     2:mRNA       1 
     4939        1:?   1:lncRNA       0.852 
     4940        1:?   1:lncRNA       0.782 
