

=== Predictions on test data ===

    inst#     actual  predicted error prediction
    24204        1:?   1:lncRNA       0.852 
    24205        1:?   1:lncRNA       0.852 
    24206        1:?   1:lncRNA       0.863 
    24207        1:?   1:lncRNA       0.782 
    24208        1:?     2:mRNA       0.596 
    24209        1:?     2:mRNA       0.596 
    24210        1:?   1:lncRNA       0.782 
    24211        1:?   1:lncRNA       0.782 
    24212        1:?   1:lncRNA       0.782 
    24213        1:?   1:lncRNA       0.782 
    24214        1:?   1:lncRNA       0.782 
    24215        1:?     2:mRNA       0.596 
    24216        1:?     2:mRNA       0.596 
    24217        1:?     2:mRNA       0.596 
    24218        1:?   1:lncRNA       0.852 
    24219        1:?   1:lncRNA       0.852 
    24220        1:?   1:lncRNA       0.782 
    24221        1:?   1:lncRNA       0.852 
    24222        1:?   1:lncRNA       0.863 
    24223        1:?   1:lncRNA       0.863 
    24224        1:?   1:lncRNA       0.863 
    24225        1:?   1:lncRNA       0.863 
    24226        1:?   1:lncRNA       0.863 
    24227        1:?   1:lncRNA       0.863 
    24228        1:?   1:lncRNA       0.852 
    24229        1:?   1:lncRNA       0.852 
    24230        1:?   1:lncRNA       0.852 
    24231        1:?     2:mRNA       1 
    24232        1:?   1:lncRNA       0.929 
    24233        1:?   1:lncRNA       0.76 
    24234        1:?   1:lncRNA       0.852 
    24235        1:?   1:lncRNA       0.929 
    24236        1:?   1:lncRNA       0.852 
    24237        1:?   1:lncRNA       0.852 
    24238        1:?   1:lncRNA       0.863 
    24239        1:?     2:mRNA       0.596 
    24240        1:?   1:lncRNA       0.852 
    24241        1:?   1:lncRNA       0.782 
    24242        1:?   1:lncRNA       0.852 
    24243        1:?   1:lncRNA       0.852 
    24244        1:?   1:lncRNA       0.863 
    24245        1:?   1:lncRNA       0.852 
    24246        1:?     2:mRNA       1 
    24247        1:?     2:mRNA       1 
    24248        1:?     2:mRNA       1 
    24249        1:?     2:mRNA       1 
    24250        1:?     2:mRNA       1 
    24251        1:?     2:mRNA       1 
    24252        1:?     2:mRNA       1 
    24253        1:?     2:mRNA       1 
    24254        1:?   1:lncRNA       0.863 
    24255        1:?   1:lncRNA       0.852 
    24256        1:?   1:lncRNA       0.852 
    24257        1:?   1:lncRNA       0.863 
    24258        1:?     2:mRNA       1 
    24259        1:?   1:lncRNA       0.852 
    24260        1:?   1:lncRNA       0.852 
    24261        1:?   1:lncRNA       0.852 
    24262        1:?   1:lncRNA       0.852 
    24263        1:?     2:mRNA       1 
    24264        1:?   1:lncRNA       0.852 
    24265        1:?   1:lncRNA       0.852 
    24266        1:?   1:lncRNA       0.852 
    24267        1:?   1:lncRNA       0.863 
    24268        1:?   1:lncRNA       0.863 
    24269        1:?   1:lncRNA       0.863 
    24270        1:?   1:lncRNA       0.863 
    24271        1:?   1:lncRNA       0.852 
    24272        1:?   1:lncRNA       0.863 
    24273        1:?   1:lncRNA       0.852 
    24274        1:?   1:lncRNA       0.782 
    24275        1:?   1:lncRNA       0.863 
    24276        1:?   1:lncRNA       0.863 
    24277        1:?   1:lncRNA       0.852 
    24278        1:?   1:lncRNA       0.863 
    24279        1:?   1:lncRNA       0.852 
    24280        1:?     2:mRNA       1 
    24281        1:?   1:lncRNA       0.852 
    24282        1:?     2:mRNA       1 
    24283        1:?     2:mRNA       1 
    24284        1:?     2:mRNA       1 
    24285        1:?   1:lncRNA       0.863 
    24286        1:?   1:lncRNA       0.863 
    24287        1:?   1:lncRNA       0.852 
    24288        1:?     2:mRNA       1 
    24289        1:?   1:lncRNA       0.863 
    24290        1:?   1:lncRNA       0.863 
    24291        1:?   1:lncRNA       0.863 
    24292        1:?   1:lncRNA       0.782 
    24293        1:?   1:lncRNA       0.852 
    24294        1:?   1:lncRNA       0.852 
    24295        1:?   1:lncRNA       0.852 
    24296        1:?   1:lncRNA       0.852 
    24297        1:?   1:lncRNA       0.863 
    24298        1:?   1:lncRNA       0.852 
    24299        1:?   1:lncRNA       0.852 
    24300        1:?     2:mRNA       0.596 
    24301        1:?   1:lncRNA       0.852 
    24302        1:?     2:mRNA       1 
    24303        1:?   1:lncRNA       0.852 
    24304        1:?   1:lncRNA       0.863 
    24305        1:?   1:lncRNA       0.852 
    24306        1:?     2:mRNA       0.596 
    24307        1:?     2:mRNA       0.596 
    24308        1:?   1:lncRNA       0.863 
    24309        1:?   1:lncRNA       0.852 
    24310        1:?   1:lncRNA       0.852 
    24311        1:?   1:lncRNA       0.852 
    24312        1:?   1:lncRNA       0.863 
    24313        1:?   1:lncRNA       0.863 
    24314        1:?   1:lncRNA       0.863 
    24315        1:?     2:mRNA       1 
    24316        1:?   1:lncRNA       0.863 
    24317        1:?   1:lncRNA       0.852 
    24318        1:?   1:lncRNA       0.852 
    24319        1:?   1:lncRNA       0.852 
    24320        1:?   1:lncRNA       0.852 
    24321        1:?   1:lncRNA       0.852 
    24322        1:?     2:mRNA       1 
    24323        1:?   1:lncRNA       0.863 
    24324        1:?   1:lncRNA       0.863 
    24325        1:?   1:lncRNA       0.863 
    24326        1:?   1:lncRNA       0.782 
    24327        1:?     2:mRNA       0.596 
    24328        1:?   1:lncRNA       0.852 
    24329        1:?     2:mRNA       1 
    24330        1:?     2:mRNA       1 
    24331        1:?   1:lncRNA       0.852 
    24332        1:?   1:lncRNA       0.852 
    24333        1:?     2:mRNA       1 
    24334        1:?   1:lncRNA       0.863 
    24335        1:?   1:lncRNA       0.782 
    24336        1:?   1:lncRNA       0.782 
    24337        1:?   1:lncRNA       0.782 
    24338        1:?   1:lncRNA       0.852 
    24339        1:?   1:lncRNA       0.852 
    24340        1:?   1:lncRNA       0.863 
    24341        1:?     2:mRNA       1 
    24342        1:?   1:lncRNA       0.697 
    24343        1:?   1:lncRNA       0.697 
    24344        1:?   1:lncRNA       0.697 
    24345        1:?     2:mRNA       1 
    24346        1:?     2:mRNA       1 
    24347        1:?     2:mRNA       1 
    24348        1:?   1:lncRNA       0.863 
    24349        1:?   1:lncRNA       0.863 
    24350        1:?   1:lncRNA       0.782 
    24351        1:?   1:lncRNA       0.863 
    24352        1:?   1:lncRNA       0.863 
    24353        1:?   1:lncRNA       0.852 
    24354        1:?   1:lncRNA       0.852 
    24355        1:?   1:lncRNA       0.852 
    24356        1:?   1:lncRNA       0.852 
    24357        1:?   1:lncRNA       0.852 
    24358        1:?   1:lncRNA       0.852 
    24359        1:?   1:lncRNA       0.852 
    24360        1:?   1:lncRNA       0.852 
    24361        1:?   1:lncRNA       0.697 
    24362        1:?   1:lncRNA       0.852 
    24363        1:?   1:lncRNA       0.852 
    24364        1:?   1:lncRNA       0.852 
    24365        1:?   1:lncRNA       0.852 
    24366        1:?   1:lncRNA       0.852 
    24367        1:?   1:lncRNA       0.863 
    24368        1:?   1:lncRNA       0.863 
    24369        1:?     2:mRNA       1 
    24370        1:?   1:lncRNA       0.863 
    24371        1:?     2:mRNA       1 
    24372        1:?   1:lncRNA       0.852 
    24373        1:?   1:lncRNA       0.852 
    24374        1:?   1:lncRNA       0.863 
    24375        1:?   1:lncRNA       0.863 
    24376        1:?     2:mRNA       1 
    24377        1:?   1:lncRNA       0.863 
    24378        1:?     2:mRNA       1 
    24379        1:?   1:lncRNA       0.782 
    24380        1:?   1:lncRNA       0.852 
    24381        1:?   1:lncRNA       0.863 
    24382        1:?   1:lncRNA       0.863 
    24383        1:?     2:mRNA       1 
    24384        1:?   1:lncRNA       0.863 
    24385        1:?   1:lncRNA       0.863 
    24386        1:?   1:lncRNA       0.863 
    24387        1:?     2:mRNA       0.596 
    24388        1:?   1:lncRNA       0.852 
    24389        1:?     2:mRNA       0.596 
    24390        1:?     2:mRNA       0.596 
    24391        1:?     2:mRNA       0.596 
    24392        1:?   1:lncRNA       0.852 
    24393        1:?   1:lncRNA       0.852 
    24394        1:?   1:lncRNA       0.863 
    24395        1:?   1:lncRNA       0.782 
    24396        1:?   1:lncRNA       0.863 
    24397        1:?   1:lncRNA       0.852 
    24398        1:?     2:mRNA       1 
    24399        1:?   1:lncRNA       0.852 
    24400        1:?   1:lncRNA       0.852 
    24401        1:?   1:lncRNA       0.863 
    24402        1:?   1:lncRNA       0.852 
    24403        1:?   1:lncRNA       0.852 
    24404        1:?   1:lncRNA       0.863 
    24405        1:?   1:lncRNA       0.863 
    24406        1:?   1:lncRNA       0.863 
    24407        1:?   1:lncRNA       0.863 
    24408        1:?   1:lncRNA       0.852 
    24409        1:?   1:lncRNA       0.852 
    24410        1:?   1:lncRNA       0.863 
    24411        1:?   1:lncRNA       0.863 
    24412        1:?   1:lncRNA       0.852 
    24413        1:?   1:lncRNA       0.852 
    24414        1:?   1:lncRNA       0.782 
    24415        1:?   1:lncRNA       0.782 
    24416        1:?   1:lncRNA       0.697 
    24417        1:?   1:lncRNA       0.852 
    24418        1:?     2:mRNA       1 
    24419        1:?   1:lncRNA       0.852 
    24420        1:?     2:mRNA       0.596 
    24421        1:?     2:mRNA       0.596 
    24422        1:?   1:lncRNA       0.782 
    24423        1:?   1:lncRNA       0.782 
    24424        1:?   1:lncRNA       0.782 
    24425        1:?   1:lncRNA       0.852 
    24426        1:?   1:lncRNA       0.852 
    24427        1:?   1:lncRNA       0.863 
    24428        1:?   1:lncRNA       0.852 
    24429        1:?   1:lncRNA       0.852 
    24430        1:?   1:lncRNA       0.852 
    24431        1:?   1:lncRNA       0.863 
    24432        1:?   1:lncRNA       0.863 
    24433        1:?   1:lncRNA       0.852 
    24434        1:?   1:lncRNA       0.852 
    24435        1:?   1:lncRNA       0.863 
    24436        1:?     2:mRNA       1 
    24437        1:?   1:lncRNA       0.852 
    24438        1:?   1:lncRNA       0.782 
    24439        1:?   1:lncRNA       0.782 
    24440        1:?   1:lncRNA       0.782 
    24441        1:?   1:lncRNA       0.852 
    24442        1:?   1:lncRNA       0.852 
    24443        1:?   1:lncRNA       0.852 
    24444        1:?   1:lncRNA       0.863 
    24445        1:?     2:mRNA       1 
    24446        1:?     2:mRNA       1 
    24447        1:?   1:lncRNA       0.852 
    24448        1:?     2:mRNA       1 
    24449        1:?     2:mRNA       1 
    24450        1:?     2:mRNA       1 
    24451        1:?     2:mRNA       1 
    24452        1:?   1:lncRNA       0.863 
    24453        1:?     2:mRNA       1 
    24454        1:?     2:mRNA       1 
    24455        1:?     2:mRNA       1 
    24456        1:?     2:mRNA       1 
    24457        1:?   1:lncRNA       0.852 
    24458        1:?   1:lncRNA       0.863 
    24459        1:?   1:lncRNA       0.863 
    24460        1:?   1:lncRNA       0.852 
    24461        1:?   1:lncRNA       0.852 
    24462        1:?   1:lncRNA       0.782 
    24463        1:?   1:lncRNA       0.863 
    24464        1:?   1:lncRNA       0.863 
    24465        1:?     2:mRNA       1 
    24466        1:?   1:lncRNA       0.852 
    24467        1:?   1:lncRNA       0.852 
    24468        1:?   1:lncRNA       0.852 
    24469        1:?   1:lncRNA       0.852 
    24470        1:?   1:lncRNA       0.852 
    24471        1:?   1:lncRNA       0.782 
    24472        1:?     2:mRNA       1 
    24473        1:?   1:lncRNA       0.782 
    24474        1:?   1:lncRNA       0.782 
    24475        1:?   1:lncRNA       0.852 
    24476        1:?   1:lncRNA       0.782 
    24477        1:?   1:lncRNA       0.782 
    24478        1:?   1:lncRNA       0.782 
    24479        1:?   1:lncRNA       0.782 
    24480        1:?   1:lncRNA       0.782 
    24481        1:?   1:lncRNA       0.782 
    24482        1:?   1:lncRNA       0.863 
    24483        1:?     2:mRNA       1 
    24484        1:?   1:lncRNA       0.852 
    24485        1:?   1:lncRNA       0.852 
    24486        1:?   1:lncRNA       0.852 
    24487        1:?   1:lncRNA       0.863 
    24488        1:?   1:lncRNA       0.852 
    24489        1:?     2:mRNA       1 
    24490        1:?     2:mRNA       1 
    24491        1:?     2:mRNA       1 
    24492        1:?   1:lncRNA       0.863 
    24493        1:?   1:lncRNA       0.863 
    24494        1:?   1:lncRNA       0.852 
    24495        1:?   1:lncRNA       0.852 
    24496        1:?   1:lncRNA       0.825 
    24497        1:?   1:lncRNA       0.955 
    24498        1:?     2:mRNA       0.596 
    24499        1:?   1:lncRNA       0.852 
    24500        1:?   1:lncRNA       0.852 
    24501        1:?   1:lncRNA       0.852 
    24502        1:?   1:lncRNA       0.863 
    24503        1:?   1:lncRNA       0.782 
    24504        1:?     2:mRNA       1 
    24505        1:?   1:lncRNA       0.863 
    24506        1:?   1:lncRNA       0.852 
    24507        1:?   1:lncRNA       0.863 
    24508        1:?   1:lncRNA       0.852 
    24509        1:?   1:lncRNA       0.697 
    24510        1:?   1:lncRNA       0.852 
    24511        1:?     2:mRNA       1 
    24512        1:?     2:mRNA       1 
    24513        1:?   1:lncRNA       0.863 
    24514        1:?     2:mRNA       1 
    24515        1:?     2:mRNA       0.596 
    24516        1:?   1:lncRNA       0.852 
    24517        1:?   1:lncRNA       0.852 
    24518        1:?   1:lncRNA       0.852 
    24519        1:?     2:mRNA       1 
    24520        1:?   1:lncRNA       0.852 
    24521        1:?   1:lncRNA       0.852 
    24522        1:?   1:lncRNA       0.852 
    24523        1:?   1:lncRNA       0.863 
    24524        1:?   1:lncRNA       0.863 
    24525        1:?     2:mRNA       1 
    24526        1:?   1:lncRNA       0.782 
    24527        1:?   1:lncRNA       0.863 
    24528        1:?     2:mRNA       1 
    24529        1:?   1:lncRNA       0.852 
    24530        1:?     2:mRNA       1 
    24531        1:?     2:mRNA       1 
    24532        1:?     2:mRNA       1 
    24533        1:?     2:mRNA       1 
    24534        1:?   1:lncRNA       0.852 
    24535        1:?   1:lncRNA       0.863 
    24536        1:?   1:lncRNA       0.863 
    24537        1:?     2:mRNA       1 
    24538        1:?   1:lncRNA       0.863 
    24539        1:?   1:lncRNA       0.852 
    24540        1:?     2:mRNA       1 
    24541        1:?     2:mRNA       1 
    24542        1:?   1:lncRNA       0.852 
    24543        1:?   1:lncRNA       0.929 
    24544        1:?     2:mRNA       1 
    24545        1:?   1:lncRNA       0.697 
    24546        1:?   1:lncRNA       0.852 
    24547        1:?   1:lncRNA       0.852 
    24548        1:?     2:mRNA       1 
    24549        1:?   1:lncRNA       0.852 
    24550        1:?     2:mRNA       1 
    24551        1:?   1:lncRNA       0.697 
    24552        1:?   1:lncRNA       0.825 
    24553        1:?     2:mRNA       1 
    24554        1:?   1:lncRNA       0.697 
    24555        1:?   1:lncRNA       0.852 
    24556        1:?   1:lncRNA       0.697 
    24557        1:?   1:lncRNA       0.697 
    24558        1:?   1:lncRNA       0.697 
    24559        1:?   1:lncRNA       0.852 
    24560        1:?   1:lncRNA       0.852 
    24561        1:?     2:mRNA       1 
    24562        1:?   1:lncRNA       0.863 
    24563        1:?   1:lncRNA       0.782 
    24564        1:?   1:lncRNA       0.863 
    24565        1:?     2:mRNA       1 
    24566        1:?   1:lncRNA       0.863 
    24567        1:?   1:lncRNA       0.863 
    24568        1:?   1:lncRNA       0.782 
    24569        1:?   1:lncRNA       0.782 
    24570        1:?   1:lncRNA       0.852 
    24571        1:?   1:lncRNA       0.852 
    24572        1:?   1:lncRNA       0.863 
    24573        1:?   1:lncRNA       0.852 
    24574        1:?     2:mRNA       1 
    24575        1:?   1:lncRNA       0.852 
    24576        1:?   1:lncRNA       0.863 
    24577        1:?   1:lncRNA       0.863 
    24578        1:?     2:mRNA       1 
    24579        1:?   1:lncRNA       0.852 
    24580        1:?   1:lncRNA       0.782 
    24581        1:?     2:mRNA       1 
    24582        1:?     2:mRNA       1 
    24583        1:?     2:mRNA       1 
    24584        1:?     2:mRNA       1 
    24585        1:?     2:mRNA       1 
    24586        1:?   1:lncRNA       0.863 
    24587        1:?   1:lncRNA       0.782 
    24588        1:?     2:mRNA       1 
    24589        1:?     2:mRNA       1 
    24590        1:?     2:mRNA       1 
    24591        1:?     2:mRNA       1 
    24592        1:?   1:lncRNA       0.782 
    24593        1:?     2:mRNA       1 
    24594        1:?   1:lncRNA       0.863 
    24595        1:?   1:lncRNA       0.852 
    24596        1:?   1:lncRNA       0.852 
    24597        1:?     2:mRNA       1 
    24598        1:?   1:lncRNA       0.782 
    24599        1:?   1:lncRNA       0.782 
    24600        1:?   1:lncRNA       0.782 
    24601        1:?   1:lncRNA       0.782 
    24602        1:?     2:mRNA       1 
    24603        1:?     2:mRNA       1 
    24604        1:?     2:mRNA       1 
    24605        1:?   1:lncRNA       0.863 
    24606        1:?   1:lncRNA       0.863 
    24607        1:?   1:lncRNA       0.852 
    24608        1:?   1:lncRNA       0.852 
    24609        1:?   1:lncRNA       0.852 
    24610        1:?   1:lncRNA       0.782 
    24611        1:?     2:mRNA       1 
    24612        1:?   1:lncRNA       0.863 
    24613        1:?   1:lncRNA       0.852 
    24614        1:?   1:lncRNA       0.863 
    24615        1:?   1:lncRNA       0.863 
    24616        1:?   1:lncRNA       0.863 
    24617        1:?   1:lncRNA       0.782 
    24618        1:?   1:lncRNA       0.782 
    24619        1:?   1:lncRNA       0.763 
    24620        1:?   1:lncRNA       0.852 
    24621        1:?   1:lncRNA       0.852 
    24622        1:?   1:lncRNA       0.863 
    24623        1:?     2:mRNA       1 
    24624        1:?   1:lncRNA       0.863 
    24625        1:?   1:lncRNA       0.863 
    24626        1:?   1:lncRNA       0.782 
    24627        1:?   1:lncRNA       0.782 
    24628        1:?   1:lncRNA       0.782 
    24629        1:?   1:lncRNA       0.782 
    24630        1:?   1:lncRNA       0.782 
    24631        1:?   1:lncRNA       0.782 
    24632        1:?   1:lncRNA       0.782 
    24633        1:?   1:lncRNA       0.782 
    24634        1:?   1:lncRNA       0.782 
    24635        1:?   1:lncRNA       0.782 
    24636        1:?   1:lncRNA       0.782 
    24637        1:?   1:lncRNA       0.782 
    24638        1:?   1:lncRNA       0.782 
    24639        1:?   1:lncRNA       0.782 
    24640        1:?   1:lncRNA       0.782 
    24641        1:?   1:lncRNA       0.782 
    24642        1:?   1:lncRNA       0.782 
    24643        1:?   1:lncRNA       0.782 
    24644        1:?   1:lncRNA       0.782 
    24645        1:?   1:lncRNA       0.782 
    24646        1:?   1:lncRNA       0.825 
    24647        1:?   1:lncRNA       0.852 
    24648        1:?   1:lncRNA       0.852 
    24649        1:?     2:mRNA       1 
    24650        1:?     2:mRNA       1 
    24651        1:?   1:lncRNA       0.863 
    24652        1:?   1:lncRNA       0.863 
    24653        1:?   1:lncRNA       0.852 
    24654        1:?   1:lncRNA       0.863 
    24655        1:?   1:lncRNA       0.852 
    24656        1:?     2:mRNA       1 
    24657        1:?   1:lncRNA       0.863 
    24658        1:?   1:lncRNA       0.852 
    24659        1:?   1:lncRNA       0.863 
    24660        1:?   1:lncRNA       0.863 
    24661        1:?   1:lncRNA       0.863 
    24662        1:?   1:lncRNA       0.852 
    24663        1:?   1:lncRNA       0.863 
    24664        1:?     2:mRNA       1 
    24665        1:?   1:lncRNA       0.863 
    24666        1:?   1:lncRNA       0.863 
    24667        1:?     2:mRNA       1 
    24668        1:?     2:mRNA       1 
    24669        1:?   1:lncRNA       0.852 
    24670        1:?     2:mRNA       1 
    24671        1:?   1:lncRNA       0.852 
    24672        1:?     2:mRNA       1 
    24673        1:?   1:lncRNA       0.863 
    24674        1:?     2:mRNA       1 
    24675        1:?   1:lncRNA       0.852 
    24676        1:?   1:lncRNA       0.863 
    24677        1:?   1:lncRNA       0.863 
    24678        1:?   1:lncRNA       0.863 
    24679        1:?     2:mRNA       0.596 
    24680        1:?     2:mRNA       0.596 
    24681        1:?     2:mRNA       0.596 
    24682        1:?   1:lncRNA       0.863 
    24683        1:?     2:mRNA       1 
    24684        1:?   1:lncRNA       0.863 
    24685        1:?   1:lncRNA       0.863 
    24686        1:?   1:lncRNA       0.852 
    24687        1:?   1:lncRNA       0.852 
    24688        1:?   1:lncRNA       0.863 
    24689        1:?   1:lncRNA       0.863 
    24690        1:?     2:mRNA       1 
    24691        1:?   1:lncRNA       0.852 
    24692        1:?   1:lncRNA       0.863 
    24693        1:?   1:lncRNA       0.852 
    24694        1:?   1:lncRNA       0.852 
    24695        1:?     2:mRNA       1 
    24696        1:?   1:lncRNA       0.863 
    24697        1:?   1:lncRNA       0.863 
    24698        1:?   1:lncRNA       0.863 
    24699        1:?   1:lncRNA       0.852 
    24700        1:?   1:lncRNA       0.852 
    24701        1:?   1:lncRNA       0.863 
    24702        1:?   1:lncRNA       0.852 
    24703        1:?   1:lncRNA       0.852 
    24704        1:?   1:lncRNA       0.863 
    24705        1:?   1:lncRNA       0.863 
    24706        1:?   1:lncRNA       0.863 
    24707        1:?   1:lncRNA       0.852 
    24708        1:?   1:lncRNA       0.852 
    24709        1:?   1:lncRNA       0.852 
    24710        1:?     2:mRNA       1 
    24711        1:?     2:mRNA       1 
    24712        1:?   1:lncRNA       0.852 
    24713        1:?     2:mRNA       1 
    24714        1:?     2:mRNA       1 
    24715        1:?     2:mRNA       1 
    24716        1:?   1:lncRNA       0.782 
    24717        1:?     2:mRNA       0.596 
    24718        1:?     2:mRNA       0.596 
    24719        1:?   1:lncRNA       0.852 
    24720        1:?   1:lncRNA       0.852 
    24721        1:?     2:mRNA       1 
    24722        1:?     2:mRNA       1 
    24723        1:?   1:lncRNA       0.863 
    24724        1:?   1:lncRNA       0.863 
    24725        1:?   1:lncRNA       0.782 
    24726        1:?   1:lncRNA       0.782 
    24727        1:?     2:mRNA       1 
    24728        1:?     2:mRNA       1 
    24729        1:?   1:lncRNA       0.852 
    24730        1:?   1:lncRNA       0.852 
    24731        1:?   1:lncRNA       0.852 
    24732        1:?   1:lncRNA       0.852 
    24733        1:?   1:lncRNA       0.852 
    24734        1:?   1:lncRNA       0.852 
    24735        1:?   1:lncRNA       0.852 
    24736        1:?   1:lncRNA       0.852 
    24737        1:?     2:mRNA       1 
    24738        1:?     2:mRNA       1 
    24739        1:?   1:lncRNA       0.852 
    24740        1:?   1:lncRNA       0.852 
    24741        1:?     2:mRNA       1 
    24742        1:?   1:lncRNA       0.852 
    24743        1:?   1:lncRNA       0.863 
    24744        1:?   1:lncRNA       0.697 
    24745        1:?   1:lncRNA       0.697 
    24746        1:?   1:lncRNA       0.697 
    24747        1:?   1:lncRNA       0.852 
    24748        1:?   1:lncRNA       0.852 
    24749        1:?   1:lncRNA       0.852 
    24750        1:?   1:lncRNA       0.852 
    24751        1:?   1:lncRNA       0.852 
    24752        1:?   1:lncRNA       0.852 
    24753        1:?   1:lncRNA       0.852 
    24754        1:?   1:lncRNA       0.852 
    24755        1:?     2:mRNA       0.596 
    24756        1:?   1:lncRNA       0.852 
    24757        1:?   1:lncRNA       0.852 
    24758        1:?   1:lncRNA       0.852 
    24759        1:?   1:lncRNA       0.852 
    24760        1:?   1:lncRNA       0.852 
    24761        1:?   1:lncRNA       0.852 
    24762        1:?     2:mRNA       0.596 
    24763        1:?   1:lncRNA       0.852 
    24764        1:?     2:mRNA       0.596 
    24765        1:?     2:mRNA       0.596 
    24766        1:?   1:lncRNA       0.852 
    24767        1:?   1:lncRNA       0.852 
    24768        1:?   1:lncRNA       0.863 
    24769        1:?     2:mRNA       1 
    24770        1:?     2:mRNA       1 
    24771        1:?   1:lncRNA       0.863 
    24772        1:?   1:lncRNA       0.852 
    24773        1:?   1:lncRNA       0.852 
    24774        1:?     2:mRNA       1 
    24775        1:?   1:lncRNA       0.863 
    24776        1:?   1:lncRNA       0.852 
    24777        1:?   1:lncRNA       0.852 
    24778        1:?   1:lncRNA       0.852 
    24779        1:?     2:mRNA       1 
    24780        1:?   1:lncRNA       0.852 
    24781        1:?   1:lncRNA       0.852 
    24782        1:?     2:mRNA       1 
    24783        1:?   1:lncRNA       0.863 
    24784        1:?   1:lncRNA       0.863 
    24785        1:?   1:lncRNA       0.863 
    24786        1:?   1:lncRNA       0.825 
    24787        1:?     2:mRNA       0.596 
    24788        1:?     2:mRNA       0.596 
    24789        1:?     2:mRNA       0.596 
    24790        1:?   1:lncRNA       0.825 
    24791        1:?   1:lncRNA       0.763 
    24792        1:?   1:lncRNA       0.697 
    24793        1:?   1:lncRNA       0.852 
    24794        1:?   1:lncRNA       0.852 
    24795        1:?     2:mRNA       0.596 
    24796        1:?     2:mRNA       0.596 
    24797        1:?   1:lncRNA       0.863 
    24798        1:?     2:mRNA       0.596 
    24799        1:?   1:lncRNA       0.782 
    24800        1:?   1:lncRNA       0.863 
    24801        1:?   1:lncRNA       0.852 
    24802        1:?     2:mRNA       1 
    24803        1:?     2:mRNA       1 
    24804        1:?   1:lncRNA       0.782 
    24805        1:?   1:lncRNA       0.863 
    24806        1:?   1:lncRNA       0.76 
    24807        1:?     2:mRNA       0.596 
    24808        1:?     2:mRNA       0.596 
    24809        1:?   1:lncRNA       0.782 
    24810        1:?   1:lncRNA       0.782 
    24811        1:?   1:lncRNA       0.782 
    24812        1:?   1:lncRNA       0.782 
    24813        1:?     2:mRNA       1 
    24814        1:?   1:lncRNA       0.852 
    24815        1:?     2:mRNA       1 
    24816        1:?     2:mRNA       0.706 
    24817        1:?   1:lncRNA       0.852 
    24818        1:?   1:lncRNA       0.852 
    24819        1:?     2:mRNA       0.596 
    24820        1:?   1:lncRNA       0.852 
    24821        1:?   1:lncRNA       0.852 
    24822        1:?   1:lncRNA       0.852 
    24823        1:?   1:lncRNA       0.852 
    24824        1:?   1:lncRNA       0.782 
    24825        1:?   1:lncRNA       0.782 
    24826        1:?   1:lncRNA       0.782 
    24827        1:?   1:lncRNA       0.782 
    24828        1:?   1:lncRNA       0.782 
    24829        1:?     2:mRNA       1 
    24830        1:?   1:lncRNA       0.852 
    24831        1:?   1:lncRNA       0.852 
    24832        1:?   1:lncRNA       0.852 
    24833        1:?   1:lncRNA       0.782 
    24834        1:?   1:lncRNA       0.852 
    24835        1:?     2:mRNA       1 
    24836        1:?   1:lncRNA       0.852 
    24837        1:?   1:lncRNA       0.863 
    24838        1:?   1:lncRNA       0.782 
    24839        1:?     2:mRNA       1 
    24840        1:?     2:mRNA       1 
    24841        1:?   1:lncRNA       0.863 
    24842        1:?   1:lncRNA       0.852 
    24843        1:?   1:lncRNA       0.852 
    24844        1:?   1:lncRNA       0.863 
    24845        1:?   1:lncRNA       0.863 
    24846        1:?     2:mRNA       1 
    24847        1:?     2:mRNA       1 
    24848        1:?   1:lncRNA       0.782 
    24849        1:?     2:mRNA       1 
    24850        1:?     2:mRNA       1 
    24851        1:?   1:lncRNA       0.863 
    24852        1:?     2:mRNA       1 
    24853        1:?   1:lncRNA       0.852 
    24854        1:?   1:lncRNA       0.852 
    24855        1:?   1:lncRNA       0.852 
    24856        1:?   1:lncRNA       0.852 
    24857        1:?   1:lncRNA       0.852 
    24858        1:?   1:lncRNA       0.863 
    24859        1:?   1:lncRNA       0.852 
    24860        1:?   1:lncRNA       0.863 
    24861        1:?   1:lncRNA       0.782 
    24862        1:?   1:lncRNA       0.863 
    24863        1:?   1:lncRNA       0.863 
    24864        1:?   1:lncRNA       0.852 
    24865        1:?   1:lncRNA       0.852 
    24866        1:?   1:lncRNA       0.852 
    24867        1:?   1:lncRNA       0.852 
    24868        1:?   1:lncRNA       0.852 
    24869        1:?   1:lncRNA       0.863 
    24870        1:?   1:lncRNA       0.863 
    24871        1:?   1:lncRNA       0.852 
    24872        1:?     2:mRNA       1 
    24873        1:?   1:lncRNA       0.863 
    24874        1:?   1:lncRNA       0.863 
    24875        1:?     2:mRNA       0.596 
    24876        1:?     2:mRNA       1 
    24877        1:?     2:mRNA       1 
    24878        1:?   1:lncRNA       0.863 
    24879        1:?   1:lncRNA       0.852 
    24880        1:?   1:lncRNA       0.852 
    24881        1:?   1:lncRNA       0.782 
    24882        1:?   1:lncRNA       0.852 
    24883        1:?   1:lncRNA       0.852 
    24884        1:?   1:lncRNA       0.863 
    24885        1:?   1:lncRNA       0.852 
    24886        1:?   1:lncRNA       0.863 
    24887        1:?   1:lncRNA       0.763 
    24888        1:?   1:lncRNA       0.852 
    24889        1:?   1:lncRNA       0.863 
